"DateTime","DisALEXI","Acre-feet","Ensemble ET","Acre-feet","geeSEBAL","Acre-feet","SIMS","Acre-feet","PT-JPL","Acre-feet","EEMETRIC","Acre-feet","SSEBop","Acre-feet","Crop","Area","Field ID","ET Units","Source","Method"
"2020-01-01 05:00:00",0.683,4.795,0.336,2.359,0.271,1.902,0.397,2.787,0.486,3.412,0.034,0.239,0.092,0.646,"Unknown","84.24 Acres","4974925","in","OpenET","https://openetdata.org/#tool"
"2020-02-01 05:00:00",1.110,7.792,0.838,5.883,0.759,5.328,1.028,7.216,1.093,7.673,0.443,3.110,0.082,0.576,
"2020-03-01 05:00:00",1.456,10.221,1.194,8.382,0.720,5.054,2.323,16.307,1.895,13.303,0.692,4.858,0.206,1.446,
"2020-04-01 04:00:00",3.726,26.156,3.646,25.594,4.210,29.554,3.579,25.124,3.320,23.306,3.612,25.356,1.915,13.443,
"2020-05-01 04:00:00",6.599,46.324,5.997,42.098,6.050,42.470,5.976,41.951,5.641,39.599,7.567,53.119,5.452,38.272,
"2020-06-01 04:00:00",5.282,37.079,4.819,33.829,2.410,16.918,5.180,36.363,3.552,24.934,5.317,37.324,4.611,32.368,
"2020-07-01 04:00:00",2.424,17.016,3.135,22.007,3.881,27.244,2.398,16.834,2.073,14.552,3.970,27.869,3.948,27.714,
"2020-08-01 04:00:00",4.235,29.729,5.973,41.930,5.304,37.233,6.921,48.584,4.472,31.393,7.375,51.771,7.519,52.782,
"2020-09-01 04:00:00",2.696,18.925,3.504,24.598,2.814,19.754,4.265,29.940,2.908,20.414,4.267,29.954,4.054,28.458,
"2020-10-01 04:00:00",1.753,12.306,2.671,18.750,2.199,15.437,3.315,23.271,2.468,17.325,3.908,27.434,2.837,19.915,
"2020-11-01 04:00:00",0.510,3.580,0.791,5.553,0.659,4.626,1.392,9.772,1.301,9.133,0.849,5.960,0.576,4.043,
"2020-12-01 05:00:00",0.197,1.383,0.218,1.530,0.188,1.320,0.703,4.935,0.720,5.054,0.216,1.516,0.122,0.856,
"2021-01-01 05:00:00",0.837,5.876,0.392,2.752,0.382,2.682,0.598,4.198,0.406,2.850,0.211,1.481,0.240,1.685,
"2021-02-01 05:00:00",1.283,9.006,0.584,4.100,0.999,7.013,0.764,5.363,0.888,6.234,0.233,1.636,0.370,2.597,
"2021-03-01 05:00:00",2.175,15.268,1.399,9.821,1.222,8.578,1.727,12.123,2.119,14.875,1.096,7.694,0.527,3.699,
"2021-04-01 04:00:00",3.132,21.986,3.183,22.344,2.923,20.519,3.947,27.707,2.642,18.546,3.727,26.163,2.190,15.373,
"2021-05-01 04:00:00",4.824,33.864,4.942,34.692,5.128,35.998,5.648,39.648,4.573,32.102,6.728,47.229,3.866,27.139,
"2021-06-01 04:00:00",4.939,34.671,6.468,45.404,6.411,45.004,7.373,51.757,5.172,36.307,9.119,64.014,6.790,47.665,
"2021-07-01 04:00:00",6.707,47.082,6.431,45.145,6.019,42.252,7.184,50.431,4.807,33.744,7.419,52.080,5.774,40.533,
"2021-08-01 04:00:00",4.030,28.290,3.821,26.823,3.485,24.464,6.048,42.456,3.754,26.352,5.520,38.750,3.498,24.555,
"2021-09-01 04:00:00",2.179,15.296,3.084,21.649,3.172,22.267,3.962,27.813,3.121,21.909,4.173,29.294,1.885,13.232,
"2021-10-01 04:00:00",1.034,7.259,1.588,11.148,1.687,11.842,2.530,17.760,1.217,8.543,2.311,16.223,0.658,4.619,
"2021-11-01 04:00:00",1.288,9.042,1.140,8.003,0.594,4.170,1.384,9.715,1.078,7.567,1.644,11.541,0.493,3.461,
"2021-12-01 05:00:00",0.557,3.910,0.324,2.274,0.330,2.317,0.643,4.514,0.399,2.801,0.163,1.144,0.126,0.884,
"2022-01-01 05:00:00",0.796,5.588,0.388,2.724,0.285,2.001,0.453,3.180,0.457,3.208,0.076,0.534,0.361,2.534,
"2022-02-01 05:00:00",1.043,7.322,0.592,4.156,0.365,2.562,0.784,5.504,0.834,5.855,0.385,2.703,0.037,0.260,
"2022-03-01 05:00:00",1.102,7.736,0.922,6.472,0.364,2.555,1.353,9.498,1.906,13.380,0.814,5.714,0.015,0.105,
"2022-04-01 04:00:00",2.326,16.328,2.044,14.349,1.589,11.155,2.488,17.465,3.080,21.621,1.786,12.537,0.693,4.865,
"2022-05-01 04:00:00",5.704,40.041,5.328,37.402,4.601,32.298,5.430,38.118,5.479,38.462,6.067,42.589,4.925,34.573,
"2022-06-01 04:00:00",6.887,48.346,7.066,49.602,6.428,45.124,7.463,52.389,6.138,43.088,8.139,57.134,7.423,52.108,
"2022-07-01 04:00:00",6.177,43.362,6.021,42.266,6.210,43.593,6.241,43.811,5.144,36.110,6.521,45.776,5.559,39.023,
"2022-08-01 04:00:00",3.570,25.061,3.555,24.956,3.369,23.650,5.310,37.275,3.541,24.857,4.601,32.298,3.568,25.047,
"2022-09-01 04:00:00",3.035,21.305,3.886,27.279,3.853,27.047,4.724,33.162,3.809,26.739,4.845,34.011,3.028,21.256,
"2022-10-01 04:00:00",2.073,14.552,2.456,17.241,2.370,16.637,2.661,18.680,2.790,19.585,2.840,19.936,1.600,11.232,
"2022-11-01 04:00:00",0.677,4.752,0.900,6.318,0.896,6.290,1.012,7.104,1.204,8.452,1.175,8.248,0.357,2.506,
"2022-12-01 05:00:00",0.330,2.317,0.367,2.576,0.398,2.794,0.447,3.138,0.429,3.012,0.239,1.678,0.069,0.484,
"2023-01-01 05:00:00",0.548,3.847,0.058,0.407,0.382,2.682,0.288,2.022,0.373,2.618,0.058,0.407,0.142,0.997,
"2023-02-01 05:00:00",0.767,5.384,0.272,1.909,0.365,2.562,0.129,0.906,0.317,2.225,0.272,1.909,0.216,1.516,
"2023-03-01 05:00:00",0.985,6.915,0.620,4.352,0.474,3.327,1.060,7.441,0.639,4.486,0.688,4.830,0.253,1.776,
"2023-04-01 04:00:00",2.379,16.700,2.350,16.497,1.966,13.801,2.445,17.164,2.322,16.300,2.698,18.940,0.903,6.339,
"2023-05-01 04:00:00",5.531,38.827,5.236,36.756,4.436,31.140,5.807,40.764,4.726,33.176,6.054,42.498,4.893,34.348,
"2023-06-01 04:00:00",5.523,38.771,5.262,36.938,4.022,28.234,5.909,41.480,4.986,35.001,5.795,40.680,5.147,36.131,
"2023-07-01 04:00:00",6.849,48.079,7.280,51.104,6.354,44.604,8.090,56.791,6.220,43.663,8.567,60.139,7.751,54.411,
"2023-08-01 04:00:00",5.306,37.247,5.900,41.417,5.798,40.701,6.793,47.686,5.049,35.443,7.237,50.803,5.673,39.824,
"2023-09-01 04:00:00",2.701,18.961,4.141,29.069,4.151,29.139,4.964,34.846,4.191,29.420,5.062,35.534,3.714,26.072,
"2023-10-01 04:00:00",1.930,13.548,2.822,19.810,2.674,18.771,3.081,21.628,3.191,22.400,3.183,22.344,2.329,16.349,
"2023-11-01 04:00:00",0.737,5.174,1.155,8.108,0.839,5.890,1.601,11.239,1.813,12.727,1.365,9.582,0.754,5.293,
"2023-12-01 05:00:00",0.597,4.191,0.644,4.521,0.366,2.569,0.749,5.258,1.126,7.904,0.910,6.388,0.165,1.158,
"2024-01-01 05:00:00",0.606,4.254,0.509,3.573,0.384,2.696,0.804,5.644,0.862,6.051,0.196,1.376,0.180,1.264,
"2024-02-01 05:00:00",1.149,8.066,0.807,5.665,0.413,2.899,1.651,11.590,1.173,8.234,0.297,2.085,0.143,1.004,
"2024-03-01 05:00:00",1.841,12.924,1.229,8.627,0.249,1.748,1.907,13.387,1.667,11.702,0.998,7.006,0.506,3.552,
"2024-04-01 04:00:00",4.646,32.614,3.653,25.643,1.448,10.165,4.587,32.200,3.303,23.187,4.151,29.139,2.778,19.501,
"2024-05-01 04:00:00",7.124,50.009,5.840,40.996,4.840,33.976,6.028,42.316,5.786,40.617,6.616,46.443,4.538,31.856,
"2024-06-01 04:00:00",6.796,47.707,6.432,45.152,5.209,36.566,7.721,54.200,5.702,40.027,7.504,52.677,5.718,40.139,
"2024-07-01 04:00:00",3.964,27.827,5.320,37.346,4.937,34.657,6.782,47.609,5.428,38.104,6.674,46.850,4.110,28.852,
"2024-08-01 04:00:00",4.888,34.313,5.612,39.395,5.333,37.437,6.719,47.166,5.686,39.915,6.999,49.132,5.023,35.261,
"2024-09-01 04:00:00",4.107,28.830,4.292,30.129,3.242,22.758,4.804,33.723,3.723,26.135,5.118,35.928,4.720,33.134,
"2024-10-01 04:00:00",2.046,14.363,2.781,19.522,1.878,13.183,3.641,25.559,3.058,21.467,3.346,23.488,2.770,19.445,
"2024-11-01 04:00:00",0.738,5.181,0.630,4.422,0.118,0.828,1.057,7.420,0.816,5.728,0.569,3.994,0.359,2.520,
"2024-12-01 05:00:00",1.153,8.094,0.309,2.169,0.097,0.681,0.417,2.927,0.401,2.815,0.072,0.505,0.421,2.955,
"2025-01-01 05:00:00",1.153,8.094,0.226,1.586,0.024,0.168,0.291,2.043,0.401,2.815,0.331,2.324,0.303,2.127,
